word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
stem,verb,生じる,由来する / 原因である,(～から)生じる(from～) / 茎 / （草木の）茎，幹 / Aから生じる、Aに由来する / （from ～）（～が）原因である 茎，幹，ワイングラスの脚,0.8006,,"teppeki,target1900,systan,leap,passtan1,eiken1",8
tap,verb,軽くたたく,盗聴する / 出す,を軽くたたく / （液体）を出す / を盗聴する / ～を軽くたたく / (水道などの)蛇口,0.8006,,"target1900,systan,passtan1",4
indigenous,adjective,固有の,原住民の / 原産の / 先住の,原住民の、その土地固有の / 原産の，先住の / （その土地に）固有の / 先住 / (動[植]物，民族が)固有の / 土着の,0.8088000000000001,,"teppeki,target1900,systan,leap,eiken1",8
intent,noun,意図,熱心な / 一生懸命の / 没頭した,(～に)熱心な、一生懸命の(on[upon]) / 決意をしている / (on ～)(～に)没頭した，決心した 意図 / 意図,0.8088000000000001,,"teppeki,systan,leap,eiken1",5
announce,verb,発表する,告知する / する / 知らせる,～を告知する / を発表［公表］する，知らせる / （物事が）を告げる / ～を発表する,0.8088000000000001,,"teppeki,target1900,systan,leap",4
solitary,adjective,孤独の,孤独な / 孤高の / ただひとつの,孤独な / （人が）孤高の ただひとつの / ひとりの、孤独の / 孤独の,0.8088000000000001,,"systan,leap,passtan1,eiken1",4
service,noun,公共事業,奉仕 / 給仕 / 設備,奉仕、給仕、設備、公共事業、勤務、礼拝、兵役 / 公共事業、業務 / （政府あるいは企業による）事業，制度 （電車，バスの）便 サービス，接客〈不可算〉,0.8091,,"teppeki,systan,leap",12
credit,noun,功績,信用 / 称賛 / 評判,信用、称賛、評判、功績 / （功績など）を（～に）帰する（to） / を信じる / （― card）クレジットカード 功績，手柄 （大学の）単位 ～の功績を認める,0.8091,,"teppeki,target1900,leap",7
fraction,noun,分数,一部分 / わずか / 一部,一部分 / わずか（≒ bit），一部 / 分数 / ほんの一部 / 少量 分数，端数 / ほんの少し,0.8091,,"teppeki,target1900,systan,leap,eiken1",7
sound,adjective,健全な,音 / 思える / ぐっすりと,音、～のように聞こえる、思える / 健全な / ぐっすりと、無事に / (身体・精神が)健全な (土台・理解などが)堅実な,0.8091,,"teppeki,leap",6
beat,verb,打つ,叩く / うち負かす / 打ち負かす,～を（繰り返し）叩く、うち負かす / を打ち負かす / （を）打つ，たたく / ～を打つ ～に勝つ,0.8091,,"teppeki,target1900,leap",5
cater,verb,応える,まかなう / 応じる / 料理を提供する,(食事などを)まかなう、(要求に)応じる / （の）料理をまかなう / （要望などに）応える / 料理を提供する （to ～）（～の要望などに）応える,0.8091,,"teppeki,target1900,leap",4
extraordinary,adjective,並外れた,並はずれた / 異常な / 驚くべき,並はずれた / 異常な，驚くべき / 並外れた / 並外れた 臨時の（会議など)特命の（大使など）,0.8091,,"target1900,systan,leap",4
financial,adjective,財政的な,財政 / の / 財界の,財政（上）の / 財界の / 財政的な / 財政的な，金銭的な,0.8091,,"target1900,systan,leap",4
aware,adjective,気づいている,意識している / 気づいて / 知って,意識している / 気づいて，知って / 気づいている,0.8091,,"teppeki,target1900,systan,leap",3
balance,noun,残高,均衡 / バランス / 平衡,均衡，バランス / （体の）平衡 / 残高,0.8091,,"target1900,eiken1",3
mobile,adjective,流動的な,可動 / 式の / 流動性のある,可動［移動］式の / 流動性のある / 流動的な / 流動的な 携帯電話,0.8091,,"target1900,systan,leap",3
deal,verb,分配する,〕を処理する / 処理する / 〕を商う,取引 / 量 / 〔deal withで〕を処理する / 〔deal inで〕を商う / を分配する / （with～）（～を）扱う 取り引き / を処理する / を商う,0.8094,,"teppeki,target1900,leap,passtan1",7
given,adjective,考慮すると,仮定すると / あれば / 特定の,～仮定すると、があれば、を考慮すると / 特定の、任意の / （時間，量などが）定められた ～を考慮すると,0.8094,,"teppeki,leap",6
hierarchy,noun,階層制,階級制 / 上下関係 / 〕支配層,階級制、上下関係 / （社会の）階層制 / 〔the ～〕支配層 / 階級制度 / 階層構造,0.8094,,"teppeki,target1900,systan,leap,eiken1",5
appearance,noun,出現,外見 / 様子 / 外観,外見、様子、出現 / 外観、出現,0.8094,,"systan,passtan1",4
delegation,noun,代表団,代表派遣 / 使節 / 使節団,代表派遣、使節 / 代表団，使節団 / 代表団,0.8094,,"teppeki,leap,eiken1",4
examine,verb,調査する,診察する / 尋問する / 検査する,を調べる / を診察する / を尋問する / ～を調査する / ～を調査する ～を検査する,0.8094,,"target1900,systan,leap",4
grocery,noun,食料雑貨店,食料雑貨品 / 食料雑貨 / 食料品,食料雑貨品 / 〔～ies〕食料雑貨 / 食料雑貨店 / 食料品 / 食料雑貨店 （―ies）食料雑貨類,0.8094,,"teppeki,target1900,systan,leap",4
hence,adverb,だから,それ故に / 後に / それゆえに,それ故に / 後に / だから / だから，それゆえに,0.8094,,"teppeki,systan,leap",4
infer,verb,推測する,推察する / 推論する / 察する,～を推察する / を推論する，推測する / (A from B)(B からA)を推測する / を察する,0.8094,,"teppeki,target1900,leap,eiken1",4
pierce,verb,突き通す,穴をあける / 突き刺す / 穴を開ける,穴をあける / ～を突き刺す，～を突き通す / に穴を開ける、を突き通す,0.8094,,"systan,leap,passtan1",4
vulgar,adjective,下品な,品がない / 卑わいな / 無作法な,（人，行動が）品がない （冗談などが）卑わいな / 下品な、無作法な / 下品な,0.8094,,"leap,passtan1,eiken1",4
wit,noun,機知,機転 / 知力 / 機知に富んだ人,機転、知力 / 機知 / 機知，機知に富んだ人,0.8094,,"teppeki,systan,leap",4
career,noun,経歴,職歴 / キャリア / 職業,職歴、キャリア / 経歴 / 職業 経歴,0.8094,,"teppeki,systan,leap",3
loose,adjective,ゆるい,ゆるんだ / だらしない / 解き放たれた,ゆるんだ、だらしない / ゆるい / ゆるい 解き放たれた,0.8094,,"teppeki,systan,leap",3
stand for ～,phrase,支持する,表す / 象徴する / の略である,～を表す ～を象徴する ～を支持する / ～の略である、～を意味する、～を支持する,0.8094,,"sokujuku,passtan1",3
do away with ～,phrase,廃止する,捨てる / 始末する / 取り除く,～を捨てる 始末する ～を廃止する / ～を廃止する、～を取り除く,0.8094,,"sokujuku,passtan1",2
challenge,noun,課題,難題 / 挑戦 / 難問,(やりがいのある)難題、課題 / 挑戦 / ～に挑む、挑戦する / ～に異議を唱える / に異議を唱える / （人）に挑む / 難問，課題 ～に異議を唱える,0.8097,,"teppeki,target1900,leap",9
dispute,noun,紛争,議論 / 論争 / 争議,"議論、議論する / ～を議論する, 討論する / に異議を唱える / （を）議論する / 紛争 / 論争，紛争 ～に異議を唱える / 争議",0.8097,,"teppeki,target1900,systan,leap,passtan1,eiken1",9
fellow,noun,仲間,奴 / 同僚 / 同級生,人、奴 / 仲間、自分と同じ場にいる / 仲間，同僚 / 同級生 / 男 / 仲間の,0.8097,,"teppeki,target1900,systan",8
familiar,adjective,精通している,よく知られた / 親しい / 熟知している,(～に)よく知られた(to～) / (～に)精通している(with～) / 親しい / 精通している / よく知られている / 熟知している、くわしい / 知られた （人が）（よく）知っている,0.8097,,"teppeki,target1900,systan,leap",7
mess,noun,乱雑,混雑 / 散らかった / 混乱,混雑、乱雑 / 散らかった状態［物］ / 混乱状態 / めちゃくちゃ / 乱雑 （with ～）（～を）からかう，ちょっかいを出す,0.8097,,"teppeki,target1900,systan,leap",6
agent,noun,代理人,代理店 / 行為者 / 仲介者,代理店、代理人、行為者 / 仲介者，代理人 / 薬剤,0.8097,,"teppeki,target1900",5
impress,verb,感動させる,印象づける / 印象を与える / 感銘を与える,印象づける、感動させる / を感動させる / に印象を与える / ～に感銘を与える，～を感心させる,0.8097,,"teppeki,target1900,leap",5
likely,adjective,ありそうな,しそうである / しそうだ / 可能性が高い,(～)しそうである(to do) / ありそうな（⇔ unlikely ありそうもない） / ありそうな、～する可能性が高い / （to do）～しそうだ，可能性が高い おそらく,0.8097,,"teppeki,target1900,systan,leap",5
riddle,noun,なぞなぞ,謎 / 不可解な人 / 謎 可算,謎 / なぞなぞ，謎〈可算〉 / なぞなぞ、不可解な人[もの、事実],0.8097,,"systan,leap,passtan1",5
wind,verb,巻く,巻きつける / 曲がりくねる / 巻きつく,～を巻きつける、巻く / （ねじなど）を巻く / （道などが）曲がりくねる / 巻きつく / 曲がる,0.8097,,"teppeki,target1900,systan",5
accent,noun,方言,訛り / 訛 / アクセント,"訛り, 方言 / 訛 アクセント / なまり、方言",0.8097,,"teppeki,leap,passtan1",4
basin,noun,盆地,流域 / 海盆 / 洗面器,流域 / 盆地，海盆 / 洗面器［台］ / 盆地,0.8097,,"target1900,eiken1",4
code,noun,暗号,規範 / 法典 / 規則,規範 / 暗号 / 法典 / 規則 / （服装などの）規定 暗号,0.8097,,"target1900,systan,leap",4
custody,noun,保護,親権 / 管理 / 拘留,親権、保護、管理、拘留 / 保護,0.8097,,"passtan1,eiken1",4
follow,verb,従う,の後に続く / 続く / の後について行く,～の後に続く、～に従う / ～の後について行く，～に続く （忠告，方針など）に従う,0.8097,,"systan,leap",4
lament,verb,嘆く,悲しみ嘆く / 深く悲しむ / 嘆き悲しむ,悲しみ嘆く / 嘆く / ～を深く悲しむ，嘆く / を嘆き悲しむ,0.8097,,"teppeki,systan,leap,eiken1",4
mislead,verb,欺く,誤解させる / 間違った方向に導く / 誤った考えを持たせる,を誤解させる，欺く / （人）を間違った方向に導く / に誤った考えを持たせる、を欺く,0.8097,,"target1900,passtan1",4
portion,noun,部分,一部分 / 割り当て / 一部,一部分 / 部分 / 1人前 / 割り当て / （食事の）1盛り （食堂などでの）1人前 一部,0.8097,,"teppeki,target1900,systan,leap",4
sensible,adjective,賢明な,分別のある / 実用的な / 顕著な,分別のある、賢明な / 賢明な / 実用的な / 顕著な,0.8097,,"teppeki,target1900",4
souvenir,noun,記念品,お土産 / みやげ物 / 土産,（主に自分のための）お土産、記念品 / みやげ物 / 土産，記念品,0.8097,,"teppeki,systan,leap",4
transportation,noun,輸送,交通機関 / 交通 / 機関,交通機関、輸送 / 交通機関〈不可算〉 / 交通[輸送]機関、輸送,0.8097,,"systan,leap,passtan1",4
vocal,adjective,発声の,声の / 発声 / はっきりものを言う,声の，発声の / はっきりものを言う / 発声 / 発声の （about ～）（～について）遠慮なく意見を述べる,0.8097,,"target1900,systan,leap",4
correlation,noun,相関,相互関係 / 相互 / 関係,相互関係，相関（関係） / 相関（関係） / 相互[相関]関係,0.8097,,"target1900,leap,passtan1,eiken1",3
crew,noun,乗組員,乗組員たち / チーム / 乗務員,乗組員たち / （集合的に）乗組員 （取材などの）チーム / (船の)乗組員、(飛行機・列車などの)乗務員,0.8097,,"systan,leap,passtan1",3
give away ～,phrase,ばらす,やる / ただで与える / 安く売る,～を（ただで）やる ～（秘密など）をばらす / (秘密・答えなど)をばらす、～をただで与える、～を安く売る,0.8097,,"sokujuku,passtan1",3
